AMSC,AMSC wt3000fc TC IIB,AMSCwt3000fcTCIIB,3000.0,3.0,12.0,25.0,100.0,113.0,10028.7,3.0
AMSC,AMSC wt3000fc TC IIIA,AMSCwt3000fcTCIIIA,3000.0,3.0,10.0,20.0,105.0,140.0,15393.8,3.0
AMSC,AMSC wt3000fc TC IIIB,AMSCwt3000fcTCIIIB,3000.0,3.0,11.0,20.0,100.0,120.0,11309.7,3.0
AMSC,AMSC wt5500df TC I,AMSCwt5500dfTCI,5500.0,3.5,11.8,30.0,100.0,140.0,15393.8,3.0
AMSC,AMSC wt5500fc TC I,AMSCwt5500fcTCI,5500.0,3.5,11.8,30.0,100.0,140.0,15393.8,3.0
AMSC,AMSC wt10000dd SeaTitan,AMSCwt10000ddSeaTitan,10000.0,4.0,11.5,30.0,125.0,190.0,28353.0,3.0
AN Bonus,AN Bonus 100/30,ANBonus10030,100.0,4.8,12.5,28.0,27.0,23.0,415.0,3.0
AN Bonus,AN Bonus 150/30,ANBonus15030,150.0,3.5,12.5,25.0,35.0,23.0,415.0,3.0
AN Bonus,AN Bonus 300/33,ANBonus30033,300.0,3.0,13.0,25.0,35.0,33.4,876.0,3.0
AN Bonus,AN Bonus 450/35,ANBonus45035,450.0,4.5,17.0,28.0,32.5,35.0,962.0,3.0
AN Bonus,AN Bonus 450/36,ANBonus45036,450.0,4.5,16.0,25.0,35.0,36.0,1017.9,3.0
AN Bonus,AN Bonus 450/37,ANBonus45037,450.0,4.5,13.5,25.0,38.65,37.0,1075.0,3.0
AN Bonus,AN Bonus 600/41,ANBonus60041,600.0,4.5,14.5,25.0,46.15,41.0,1320.0,3.0
AN Bonus,AN Bonus 600/44,ANBonus60044,600.0,3.0,15.0,25.0,51.25,44.0,1520.0,3.0
AN Bonus,AN Bonus 600/44-3,ANBonus600443,600.0,3.0,15.0,25.0,51.325,44.0,1520.0,3.0
AN Bonus,AN Bonus 600/44 MK IV,ANBonus60044MKIV,600.0,5.0,15.0,25.0,50.0,44.0,1520.0,3.0
AN Bonus,AN Bonus 750/50 Prototype,ANBonus75050Prototype,750.0,3.0,15.0,25.0,65.0,50.0,1960.0,3.0
AN Bonus,AN Bonus 1000/54,ANBonus100054,1000.0,3.0,15.0,25.0,60.0,54.2,2300.0,3.0
AN Bonus,AN Bonus 1300/62,ANBonus130062,1300.0,3.0,15.0,25.0,79.33333333333333,62.0,3019.0,3.0
AN Bonus,AN Bonus 2000/76,ANBonus200076,2000.0,3.0,15.0,25.0,79.33333333333333,76.0,4536.0,3.0
AN Bonus,AN Bonus 2300/82,ANBonus230082,2300.0,3.5,15.0,25.0,90.0,82.4,5300.0,3.0
Anelion,Anelion SW 3.5 GT,AnelionSW35GT,3.5,3.5,12.0,17.5,10.0,3.5,9.6,3.0
Hummer,Hummer H6.4-5KW,HummerH645KW,5.0,3.0,12.0,25.0,,6.4,32.2,3.0
Hummer,Hummer H8.16-10KW,HummerH81610KW,10.0,3.0,11.0,25.0,,8.2,50.3,3.0
Hummer,Hummer H13.2-20KW,HummerH13220KW,20.0,3.0,9.0,25.0,,13.2,136.9,3.0
Hummer,Hummer H13.2-30KW,HummerH13230KW,30.0,3.0,10.0,25.0,,13.2,136.9,3.0
Hummer,Hummer H17.0-50KW,HummerH17050KW,50.0,3.5,9.5,20.0,,17.0,227.0,3.0
Hummer,Hummer H21.0-60KW,HummerH21060KW,60.0,2.5,9.0,25.0,,21.0,346.4,3.0
Hummer,Hummer H21.0-100KW,HummerH210100KW,100.0,2.5,10.5,20.0,,21.0,346.4,3.0
Hummer,Hummer H25.0-60KW,HummerH25060KW,60.0,2.5,7.5,20.0,,25.0,490.9,3.0
Hummer,Hummer H25.0-100KW,HummerH250100KW,100.0,2.5,10.0,20.0,,25.0,490.9,3.0
Hummer,Hummer H25.0-200KW,HummerH250200KW,200.0,2.5,11.5,20.0,,25.0,490.9,3.0
Mandt,Mandt Wodan,MandtWodan,7.0,3.0,,18.0,25.0,15.6,191.0,6.0
AOI Arab,AOI Arab 1.5-77,AOIArab1577,1500.0,3.0,11.0,25.0,70.0,77.0,4657.0,3.0
AOI Arab,AOI Arab AOI 20kW,AOIArabAOI20kW,20.0,3.0,12.0,25.0,18.0,13.0,133.0,3.0
AREVA,AREVA M5000-116,AREVAM5000116,5000.0,4.0,12.5,25.0,,116.0,10568.0,3.0
AREVA,AREVA M5000-135,AREVAM5000135,5000.0,3.5,11.4,25.0,,135.0,14326.0,3.0
Argolabe,Argolabe Turbec-100,ArgolabeTurbec100,100.0,3.5,10.5,20.0,37.0,22.5,397.6,3.0
Aria,Aria Libellula 20,AriaLibellula20,20.0,3.0,10.0,25.0,20.0,17.4,46.2,2.0
Aria,Aria Libellula 55+,AriaLibellula55,57.0,3.0,11.0,25.0,25.0,19.0,59.5,2.0
Aria,Aria Libellula 55kW,AriaLibellula55kW,55.0,3.0,11.0,25.0,28.0,18.0,255.0,2.0
Aria,Aria Libellula 60i,AriaLibellula60i,60.0,3.0,11.0,25.0,25.0,19.0,59.7,2.0
ATB Riva Calzoni,ATB Riva Calzoni ATB 60.28 DD,ATBRivaCalzoniATB6028DD,60.0,3.0,7.5,19.0,37.0,28.0,616.0,2.0
ATB Riva Calzoni,ATB Riva Calzoni ATB 500.54,ATBRivaCalzoniATB50054,500.0,3.5,10.0,25.0,50.0,54.0,2290.0,3.0
Austrowind,Austrowind WT 5000,AustrowindWT5000,5.0,2.0,12.0,20.0,16.15,8.0,50.0,3.0
Autoflug,Autoflug A 100,AutoflugA100,100.0,3.0,13.0,25.0,42.6,23.0,415.0,2.0
Autoflug,Autoflug A 1200,AutoflugA1200,1200.0,4.0,13.0,25.0,60.0,61.0,2922.0,2.0
Avantis,Avantis AV 928,AvantisAV928,2500.0,3.0,11.6,25.0,89.5,93.2,6822.0,3.0
Avantis,Avantis AV 1010,AvantisAV1010,2300.0,3.0,11.2,25.0,99.0,100.6,7948.0,3.0
Aventa,Aventa AV-7,AventaAV7,6.2,2.0,6.0,14.0,18.0,12.8,,3.0
AVIC Huide,AVIC Huide HD 1000,AVICHuideHD1000,1000.0,3.5,14.0,25.0,,,,
AVIC Huide,AVIC Huide HD 2000,AVICHuideHD2000,2000.0,4.0,11.0,25.0,,,,
awinco,awinco L50-200,AwincoL50200,50.0,3.0,12.0,25.0,29.333333333333332,16.0,200.0,3.0
awinco,awinco L60-330,AwincoL60330,60.0,3.0,11.0,25.0,29.333333333333332,20.2,320.0,3.0
AWP,AWP AWP 56-100,AWPAWP56100,100.0,5.0,13.0,22.0,26.333333333333332,17.0,227.0,3.0
b.ventus,b.ventus 250 kW,Bventus250kW,250.0,2.5,9.0,32.0,28.0,42.5,1421.0,3.0
Baoding Tianwei,Baoding Tianwei BTW 1.5,BaodingTianweiBTW15,1500.0,,,,,,,
Baoding Tianwei,Baoding Tianwei BTW 2.0,BaodingTianweiBTW20,2000.0,3.0,11.5,25.0,80.0,93.0,6792.9,3.0
Barberwind,Barberwind B1000,BarberwindB1000,1000.0,3.8,10.7,20.0,36.6,51.8,,5.0
BARD,BARD VM,BARDVM,5276.0,3.0,12.5,30.0,90.0,122.0,11690.0,3.0
BARD,BARD 6.5,BARD65,6500.0,,13.7,,90.0,122.0,11690.0,3.0
Bazán,Bazán 44/600 MK-IV,Bazán44600MKIV,600.0,3.0,15.0,25.0,47.5,44.0,1520.0,3.0
Bazán,Bazán 62/1300,Bazán621300,1300.0,3.0,15.0,25.0,59.0,62.0,3000.0,3.0
Beck Ballum,Beck Ballum Smedemester 22kW,BeckBallumSmedemester22kW,22.0,,,,18.5,10.0,78.5,3.0
Beijing North,Beijing North BZD80-2000,BeijingNorthBZD802000,2000.0,3.5,13.5,25.0,83.33333333333333,80.0,5027.0,3.0
Bendix,Bendix Bendix-Schachle,BendixBendixSchachle,3000.0,,17.9,,,50.3,1987.0,3.0
Bergey,Bergey BWC Excel 10,BergeyBWCExcel10,10.0,3.4,15.6,60.0,30.0,7.0,38.5,3.0
BEST - Romani,BEST - Romani Nogent-le-Roi,BESTRomaniNogentleRoi,640.0,3.0,16.7,20.0,32.0,30.2,715.8,3.0
Blaaster,Blaaster DL100,BlaasterDL100,3000.0,,,,90.0,100.0,7854.0,3.0
Blue Max,Blue Max Blue Max,BlueMaxBlueMax,50.0,,,,,,,
BÖWE,BÖWE W112,BÖWEW112,10.0,4.0,8.0,,11.0,12.0,113.0,1.0
boneyards,boneyards boneyards,Boneyardsboneyards,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bonus,Bonus B19/120,BonusB19120,120.0,,,,,19.4,295.6,3.0
Bonus,Bonus B23/150 Gittermast,BonusB23150Gittermast,150.0,3.5,12.5,25.0,35.0,23.0,415.0,3.0
Bonus,Bonus B23/150 Konisk Rørtårn,BonusB23150KoniskRørtårn,150.0,,,,30.0,23.8,445.0,3.0
Bonus,Bonus B23/150 Nacelle,BonusB23150Nacelle,150.0,4.0,14.0,28.0,23.0,23.8,445.0,
Bonus,Bonus B23/150 Trebenet,BonusB23150Trebenet,150.0,,,,24.5,23.8,445.0,3.0
